,source,target
519788,he went as if he was sucking on his suffering and ignoring the huge weight he went as if he could not give up as if denying his skills.,he walked as if gathering suffering unto himself unmindful of its vast weight; walked as if incapable of yielding of denying the gifts of his own spirit.
469416,and we're gonna hurt them as long as they're here.,and we keep on hurting them till they're gone.
177100,i took more and it didn't do shit.,i took more and it didn't help.
153580,you know what i think about suckers.,you know how i feel about scrubs.
46201,no i thought we were having sex but you have a problem with strong women.,no i thought sex would but apparently you have issues with strong women!
536787,"there was always at least one other dude in the truck but i never got a look at him -- black man that's all i can say.""","at least one more accomplice was in the truck i didn't see him well - black i couldn't say more. """
467603,what the fuck you looking at white boy?,what are you looking at white boy?
537678,no. some men there are love not a gaping pig some that are mad if they behold a cat and others when the bagpipe sings in the nose cannot contain their urine.,someone is cutting the roast pork someone's going crazy they can hardly see the cat for a change another doesn't keep the urine as they hear the whine of the bagpipes.
433760,when i put these things in place... those stupid customers can't... return to the place by themselves... so we'll go home okay?,after i uh restock this stuff... that these pinhead customers can't manage... to return to the shelves themselves... we can blow out of here ok?
535438,whiz if you get a shot take him out.,whiplash reengage. if you get a clear shot you take it!
565297,"one simple directive ""find alien technology and destroy it.""",they are machines with only one simple task to find alien technology and destroy it.
169929,natalie throw the dagger!,drop the dagger!
247661,i thought making things explode would make me feel better but it only reminded me of how much this sucks.,i thought i was acting like this but it just reminds me of how bad it all is.
389314,you think you can just hand over your statement and these guys are gonna write you a fucking evaluation?,you think you can just hand in your notice and these guys will give you a reference?
400926,block that shit!,block him!
154994,'i doubt they're idiots.,"""i'm sure they're not fools."
347807,you join the army and you may be killed.,you join the army maybe you get killed.
304807,give me your goddamned gun!,give me the gun!
344955,well crikey i live in invercargill is half way round the bloody earth.,oh my god i live in invercargill it's a hell of a half of an earthball.
352025,when i say stop you shut up.,if i tell you to stop you stop.
276577,you know allegra's gay right?,you know allegra's a lesbian right?
296720,let's go get pussy patrol!,go on pussay patrol!
171041,don't try to fuck the valet on your way out!,don't bring the valet on your way out!
101003,i mean look at those nipples.,look at the baubles.
450673,we can't afford this to the crazies.,we can't let these bozos do this.
226777,the blood god's coming... and after tonight you people are fuckin' history.,god's blood is coming and after tonight humanity will be a thing of the past.
503755,apes for instance ... ...kill all the odd ones.,such apes for example...... are also killed by superfluous members of the band.
330152,in the south blacks and whites didn't ride in one of the cars unless the black driver was driving.,now in the south whites and coloreds didn't ride around in the same car unless the colored man was chauffeuring.
324698,impostor,a fraud.
270743,pathetic or completely justified with an amazing mama like her?,poor or justified with a mom like him?
367869,and on that day for it will come my friend i want you to remember this face. what the fuck is wrong with him?,and the day that comes my friend i want you to remember this face.
295790,i want a normal nasty divorce.,i want a nice normal angry divorce.
451982,you mean swimming will kill her?,so you're saying swimming like that's gonna kill her?
453917,look what they're doing to your wife faggot.,look what they do to your wife.
386664,and she was a carnivorous girl my wife but in pregnancy that thanksgiving the turkey couldn't be in the house for two days before it aired loser.,and she was a meat-eating gal... my wife but with the pregnancy... that thanksgiving the turkey... she couldn't be in the house for two days until it was aired out poor thing.
176734,the fact that i've grown bored by your insanity is proof of nothing.,the fact that your madness has begun to bore me is nothing.
283654,four fucking times kimmie!,i had to say it four times!
6201,i'm more worried about hardwicke getting on that goddamn boat.,i'm worried about hardwick and the boat.
61752,you're an abandoned woman my beautiful tess! ',you are a deserted wife my fair tess!'
321370,if not he will remain a monster until he dies.,if not he would be doomed to remain a beast for all time.
399812,yeah realistic not fucking gay as shit.,yeah it's plausible not all that gay.
468574,if you don't get it i'll just charge you with obstruction of justice and he'll charge you with obstruction of justice... maybe even from a murder charge... and you'll be praying for the good old days the only thing you were afraid of was that stupid little charge of trespassing and burglary.,if you don't hand it over i'll just charge you with obstructing justice... and he'll charge you with interfering with a federal investigation... and maybe even murder and you will pray for the good ol; days... where all you were worrying about... were those silly little trespassing and burglary charges.
