,source,target
253946,you could've been eaten alive.,it could have eaten you alive.
464156,you're sick!,it's sick my boy.
65578,stan's about to use an avatar's body to take steve's virginity?,stan's gonna use an avatar to ditch steve's virginity?
200966,if you had sex with simon ...,if you slept with simon...
31307,it's the drunken punching bag.,there's that punching bag drinking.
560621,you think he's an idiot?,what? you think he's a douche?
43989,maybe if i wasn't always ass deep in alligators i'd date more.,maybe if i wasn't all over my ears in a river full of alligators i'd be dating a little more.
395904,he sits there he laughs he talks to himself and counts it. $ … son of a bitch.,he's sitting there he cheats he talks to himself and counts them.
273018,she doesn't talk to white people.,she doesn't talk to wasi'cus.
61805,me and my loser friends you know we gotta go get aerosmith tickets.,i and my terrible friends you know we have to get tickets for aerosmith.
58471,good night asshole.,good night whippy.
263534,"""i'm having bread time to punch max in the face.""",i'll have bread it's time to give max drops.
497453,hitler's on the run the soviets will soon trample him like a rat.,hitler's on the run. the soviets will hunt him down soon.
164937,killing these women is an afterthought.,but women's murders are not effective.
532373,shit what are you doing?,what are you doing?
51016,well mr. and ms. broflovski i think your son has learned a lot and he appears to be honestly remorseful for making fun of people with disabilities. piss.,mr. and mrs. broflovski i think your son learned a lot and he's probably sorry for making fun of the sick people.
230467,you're fucked in minnesota because you're afraid to face reality.,just holed up in minnesota because you're too scared to face reality is...
77731,fuck. goddamn it.,bloody hell.
339145,nobody knows when these men will be executed...,no one knows when they're gonna...
19619,and she'll be raped and slashed to ribbons and that backup that we're waiting on will just so happen to show up just late enough for rourk to get back to his u.s. senator daddy,nancy callahan -year-old will be groomed and whipped and the reinforcements we're waiting for... happen to arrive late enough to get roark to run back to pop's senator.
76249,leave him joe he's the goat.,leave him be joe. it's the treatment.
240400,he's gonna hunt you right now.,she's out hunting you right now.
396417,that's why i got this crap job.,that's why i'm done with this dreadful job.
5626,barbie is a freaking race car driver these days ma.,barbie's a rabid race driver right now mom.
55944,alex i'm splitting that kid's liver right now.,alex i am in the middle of dividing this kid's liver.
533052,they said it hardly knew him and the crazy old maid.,"they say ""well she hardly knew the man. ”isn't she a cranky old maid?"""
546719,guilt is petit bourgeois crap.,guilt that's a bourgeois relic.
469409,this guy killed him.,that's the guy who killed him.
481843,and i give you my word of honor: neither you nor any under this roof need fear my cursed nature.,and honestly i promise you that neither you nor anyone else under this roof must fear my curse.
344974,her and her lesbian lover trixy are usually still awake from the night before.,she and her lesbian girlfriend trixy are mostly still raised from last night.
38178,may i put my hand on your breast?,darling can i put my hand on your breast?
442575,he put a bullet in his pocket and gestured for the door.,he pocketed the round i' d given him and gestured toward the door.
256968,she's fucking in pain can't you see this?,you can't see he's suffering.
330055,i've been working my ass off for you for months!,i only work for a couple of months because of you.
427372,you're in there hanging with your homeboys... ...i'm dealing with the fucking mess called our life.,while you're hanging around with your friends i'm solving this mess that was our life.
5117,"he said ""tell that fat fuck tony two-toes... ...i ain't gonna pay him another dime.""","he said ""tell that fat guy tony's two-year-old "" i can't give him anything. """
293320,the goa'uld are damn litterbugs.,the goa'uld are a real mess.
127229,all you can do is pray for a quick death which you ain't gonna get.,all you can do is pray for quick death which you don't get.
349577,senora i feared you would go away one day go back to your eastern home ignorant of the truth.,señora i feared you would return to your eastern home one day and you wouldn't know the truth.
489938,could you get someone who can explain to me... ...why my insurance policy issitting downstairs on my fucking sofa?!,maybe you'd like to explain to me why my life insurance policy is on my couch?
49920,shut up!,the farm!
128111,"""now i'll die ""","""and now i'm going to die"
377799,did you always have tits like that?,have you always had such a big chest?
414213,i never was too good at this mommy shit. over easy.,i never really wanted to do my mom.
